transaction_id,datum,store,province,kategorie,bedrag,quantity,customer_id,payment_method
TXN-001341,08/10/2024,Online Store,KZN,F&B,R512.08,2,CUST-01578,EFT
TXN-001342,09-21-2024,,LP,Beauty,1520.87,1,CUST-00145,Card
TXN-001343,25 Oct 2024,menlyn park,GAUTENG,Clothing,R1590,4,CUST-00072,Cash
TXN-001344,2024-09-28,canal walk,W. Cape,Clothing,R1052.34,1,CUST-00142,EFT
TXN-001345,11/11/2024,Mall of North,Limpopo Province,Elec.,R 7 835.16,3,CUST-00195,Mobile Money
TXN-001346,2024-04-09,,kwazulu natal,Home and Living,R2810,2,CUST-00928,Mobile Money
TXN-001347,09-27-2024,VA Waterfront,Western Cape,Tech,R5139,5,CUST-01128,Cash
TXN-001348,2024-01-30,Gateway Mall Umhlanga,Kwazulu-Natal,electronics,"R 7,582.35",1,CUST-00122,Card
TXN-001349,2024-10-10,Sandton City Mall,Gauteng Province,Home,R 6 480.46,2,,EFT
TXN-001350,2024-10-01,Baywest,eastern cape,beauty,R1038.03,3,CUST-00819,Mobile Money
TXN-001351,2024-11-29,,GAUTENG,SPORTS,R2152,1,CUST-00986,EFT
TXN-001352,22 Feb 2024,Sandton city,Gauteng Province,BEAUTY,1035.48,1,CUST-00098,EFT
TXN-001353,09/02/2024,Online,,Electronics,R 8 146.69,3,CUST-00898,Mobile Money
TXN-001354,04 Oct 2024,,Gauteng,Apparel,R-672.61,1,CUST-01153,Card
TXN-001355,05-06-2024,Gateway Mall Umhlanga,kwazulu natal,Clothes,R1131.15,2,CUST-00133,EFT
TXN-001356,29 Jun 2024,Eastgate,GP,clothing,1333.28,1,CUST-00194,EFT
TXN-001357,02/02/2024,Gateway Mall Umhlanga,kwazulu natal,Food and Beverage,470.50,4,CUST-00115,EFT
TXN-001358,2024-11-03,eastgate,Gauteng,Apparel,R879.26,1,CUST-00079,Cash
TXN-001359,01/05/2024,baywest mall,E. Cape,Beauty,"R 1,644.63",1,CUST-00180,Cash
TXN-001360,07/05/2024,Baywest,eastern cape,Clothing,R 1 229.44,1,,EFT
TXN-001361,2024-11-28,Gateway Umhlanga,Kwazulu-Natal,Sports & Outdoors,"R 1,151.58",4,CUST-00363,Card
TXN-001362,2024-11-17,canal walk,WC,Beauty,R1867.83,2,CUST-00199,Card
TXN-001363,13 Mar 2024,V&A,WC,sports,"R 3,482.06",1,CUST-00192,EFT
TXN-001364,04-15-2024,,,Home & Living,R3256.65,1,CUST-01198,EFT
TXN-001365,2024-05-19,Canal walk,Western cape,Home & Living,3351.97,3,CUST-01493,Mobile Money
TXN-001366,07-17-2024,Menlyn Park Mall,Gauteng,Food & Beverage,R 664.18,1,CUST-01221,Cash
TXN-001367,02-12-2024,canal walk,W. Cape,CLOTHING,R 1 560.21,3,CUST-00072,Cash
TXN-001368,2024-11-08,,Limpopo Province,SPORTS,"R 2,473.41",1,CUST-00150,EFT
TXN-001369,23/09/2024,Menlyn Park,,Electronics,3486.26,1,CUST-00146,Cash
TXN-001370,12-31-2024,Mall of the North,Limpopo,Home and Living,R2578.95,2,CUST-00868,Cash
TXN-001371,2024-12-15,V&A Waterfront,WC,Apparel,R3581,1,CUST-01123,Mobile Money
TXN-001372,06/12/2024,Mall of North,LP,Sport,"R 2,451.20",1,CUST-01092,EFT
TXN-001373,2024-05-29,,EC,sports,2119.74,3,CUST-01350,Mobile Money
TXN-001374,2024-11-12,Baywest,EC,Food,613.12,1,CUST-00629,EFT
TXN-001375,2024-05-21,sandton city,GP,BEAUTY,R 1 610.22,1,CUST-00964,Mobile Money
TXN-001376,2024-10-16,,Western cape,food & beverage,R336.34,1,CUST-00466,Mobile Money
TXN-001377,2024-09-13,V&A,Western cape,Tech,4874.79,1,CUST-00622,EFT
TXN-001378,07/09/2024,menlyn park,GAUTENG,Food,R536.79,1,CUST-01798,Mobile Money
TXN-001379,2024-01-15,gateway umhlanga,KwaZulu Natal,Food & Beverage,R194,1,CUST-00411,EFT
TXN-001380,31/10/2024,ONLINE,KwaZulu Natal,Home and Living,"R 2,543.14",1,CUST-00053,EFT
TXN-001381,22 Dec 2024,Eastgate,Gauteng,Home,"R 4,327.86",3,CUST-00142,Card
TXN-001382,31/10/2024,Bay West Mall,eastern cape,F&B,R532.26,1,CUST-00136,Cash
TXN-001383,2024-10-08,eastgate,GAUTENG,electronics,R2105,5,CUST-00087,EFT
TXN-001384,11 Jun 2024,Canal Walk Mall,W. Cape,beauty,-R1267.26,2,CUST-00136,Card
TXN-001385,22 Jan 2024,online,Kwazulu-Natal,Clothes,258.10,1,CUST-01210,Mobile Money
TXN-001386,02-03-2024,Eastgate Mall,Gauteng,Elec.,R 4 307.85,1,CUST-01176,Cash
TXN-001387,30 Jul 2024,East Gate,GP,Food,R710,2,CUST-00165,EFT
TXN-001388,03 Oct 2024,Menlyn,Gauteng Province,Clothing,R3309,1,CUST-00155,Mobile Money
TXN-001389,29 Aug 2024,Canal Walk,WC,Electronics,-R2994.53,2,CUST-01766,EFT
TXN-001390,19/11/2024,eastgate,Gauteng Province,Sports & Outdoors,R4889.26,1,CUST-01649,Card
TXN-001391,16 Jul 2024,Online,Western Cape,food & beverage,R 642.12,1,CUST-01403,Mobile Money
TXN-001392,21 Sep 2024,Eastgate Mall,GP,Food,-R668.33,1,CUST-00958,Cash
TXN-001393,02-18-2024,Web,Limpopo,Elec.,R2898.71,1,CUST-00193,Card
TXN-001394,26/03/2024,Canal walk,WC,CLOTHING,R1923,2,CUST-01203,Mobile Money
TXN-001395,04/11/2024,Baywest Mall,Eastern Cape,food & beverage,R877.30,1,CUST-00384,Mobile Money
TXN-001396,2024-08-11,Menlyn,gauteng,Sport,R 703.83,2,CUST-00763,Cash
TXN-001397,22 Nov 2024,Mall of the North,Limpopo Province,Home & Living,R3015.91,5,CUST-00266,Cash
TXN-001398,2024-12-18,Sandton City,Gauteng Province,Home & Living,R2180,2,CUST-00806,EFT
TXN-001399,15 Feb 2024,Baywest Mall,EC,CLOTHING,745.31,3,CUST-01886,Cash
TXN-001400,11-01-2024,,GAUTENG,Sports & Outdoors,3430.63,1,CUST-01816,EFT
TXN-001401,07 Dec 2024,Sandton City Mall,Gauteng Province,clothing,R 4 120.60,1,,EFT
TXN-001402,26 Dec 2024,Mall of the North,Limpopo Province,Food and Beverage,R175.76,1,CUST-01474,Mobile Money
TXN-001403,12-03-2024,Canal walk,WC,electronics,12943.45,2,CUST-00302,Card
TXN-001404,01 Feb 2024,menlyn park,GAUTENG,Home,1865.04,1,CUST-00211,EFT
TXN-001405,29/01/2024,Baywest Mall,eastern cape,Home & Living,R5292.75,3,CUST-01077,Mobile Money
TXN-001406,06-13-2024,baywest mall,E. Cape,SPORTS,R247.00,1,CUST-01331,EFT
TXN-001407,2024-03-21,Gateway,Kwazulu-Natal,SPORTS,R3657,2,CUST-00210,Cash
TXN-001408,09 Jun 2024,,limpopo,BEAUTY,(R4382.95),3,CUST-01097,Card
TXN-001409,2024-10-16,ONLINE,LP,sports,R4482.39,2,CUST-00060,EFT
TXN-001410,2024-09-21,Baywest Mall,E. Cape,Clothes,R1208.64,3,CUST-00927,Cash
TXN-001411,08-18-2024,Bay West Mall,eastern cape,Food,R421.06,3,CUST-01800,EFT
TXN-001412,29 Nov 2024,V&A waterfront,Western Cape,BEAUTY,R 147.28,2,CUST-00053,Mobile Money
TXN-001413,06-15-2024,Menlyn,GAUTENG,ELECTRONICS,R10126.07,1,CUST-01527,Card
TXN-001414,2024-08-31,SANDTON CITY,Gauteng Province,home & living,R3579,1,CUST-00428,Card
TXN-001415,15 Apr 2024,,KwaZulu Natal,H&L,R5753.40,3,CUST-01543,EFT
TXN-001416,31 Dec 2024,,KZN,Elec.,1891.78,2,CUST-01816,EFT
TXN-001417,28/05/2024,Menlyn Park,GAUTENG,Clothes,R 2 678.52,2,CUST-00028,Card
TXN-001418,08-18-2024,menlyn park,gauteng,electronics,"R 4,607.49",1,CUST-00269,Mobile Money
TXN-001419,07-15-2024,mall of the north,LP,Electronics,14306.19,5,CUST-00042,Card
TXN-001420,11 May 2024,gateway umhlanga,,Apparel,R 1 872.90,1,CUST-01535,Mobile Money
TXN-001421,23 Aug 2024,canal walk,WC,Beauty,R765.94,1,CUST-00202,EFT
TXN-001422,11/02/2024,Online Store,WC,Clothes,R 592.89,1,CUST-00714,EFT
TXN-001423,07/03/2024,SANDTON CITY,GP,Home and Living,R 3 490.25,2,CUST-01107,Cash
TXN-001424,2024-06-12,Menlyn,gauteng,Electronics,R6944,1,CUST-00470,Mobile Money
TXN-001425,11/07/2024,V&A,WC,BEAUTY,R1362.56,1,CUST-00724,Cash
TXN-001426,2024-03-11,,E. Cape,Elec.,6545.97,2,CUST-00523,Card
TXN-001427,04-27-2024,eastgate,Gauteng,ELECTRONICS,R7681.75,3,CUST-00017,Cash
TXN-001428,20/02/2024,canal walk,western cape,BEAUTY,R1322.99,1,CUST-00486,Mobile Money
TXN-001429,2024-03-03,Menlyn,gauteng,Food,R225,4,CUST-00774,Cash
TXN-001430,2024-12-04,MOTN,Limpopo Province,Clothing,"R 3,831.31",1,CUST-00700,Cash
TXN-001431,12-05-2024,,WC,electronics,R 5 074.79,1,CUST-00556,EFT
TXN-001432,2024-09-30,canal walk,W. Cape,Clothes,R 1 450.73,2,CUST-00011,Cash
TXN-001433,2024-12-07,Eastgate,Gauteng,BEAUTY,"R 1,104.08",1,CUST-00738,EFT
TXN-001434,31/12/2024,V and A Waterfront,Western cape,Food,514.86,2,CUST-00082,Card
TXN-001435,2024-08-25,sandton city,Gauteng Province,Home,R4255.38,3,CUST-00007,EFT
TXN-001436,11-14-2024,MOTN,Limpopo Province,Cosmetics,1500.74,4,CUST-00063,EFT
TXN-001437,24/09/2024,eastgate,gauteng,home & living,R 405.52,1,CUST-00394,Cash
TXN-001438,16 Dec 2024,,Limpopo,Electronics,20746.63,4,CUST-00149,EFT
TXN-001439,2024-05-11,Eastgate Mall,,Food,R79.42,1,CUST-00761,Mobile Money
TXN-001440,15/10/2024,menlyn park,gauteng,Home and Living,R5636.94,3,CUST-01566,Card
TXN-001441,24 Dec 2024,Web,Limpopo,Elec.,"R 10,355.77",1,CUST-01326,Card
TXN-001442,17/04/2024,Eastgate Mall,Gauteng Province,CLOTHING,1166.38,1,CUST-00612,Card
TXN-001443,03 Feb 2024,menlyn park,Gauteng Province,Apparel,R 2 578.26,1,CUST-00067,Cash
TXN-001444,19/09/2024,Menlyn,Gauteng Province,beauty,R1250,2,CUST-01076,Mobile Money
TXN-001445,08-06-2024,Canal Walk Mall,Western Cape,beauty,R777.47,1,CUST-00068,Mobile Money
TXN-001446,30/08/2024,baywest mall,Eastern Cape,Food,R191.84,1,CUST-00020,Mobile Money
TXN-001447,31/10/2024,Canal Walk Mall,Western cape,Apparel,R2600.11,2,CUST-01693,Card
TXN-001448,11 Nov 2024,,Western cape,Elec.,"R 7,206.06",1,CUST-01335,EFT
TXN-001449,2024-05-24,,,home & living,R 2 174.33,2,CUST-00558,Mobile Money
TXN-001450,22 Mar 2024,Bay West Mall,EC,home & living,R5791,1,CUST-01457,Card
TXN-001451,14 Aug 2024,Bay West Mall,eastern cape,Food & Beverage,R102.23,1,CUST-00100,Card
TXN-001452,24 Nov 2024,,limpopo,Food and Beverage,R 605.69,1,CUST-00143,Mobile Money
TXN-001453,12 Mar 2024,Menlyn Park Mall,Gauteng Province,Home,648.88,1,CUST-00074,Mobile Money
TXN-001454,01 Feb 2024,Canal Walk Mall,Western cape,H&L,R3542,2,CUST-00154,Mobile Money
TXN-001455,05-23-2024,canal walk,western cape,CLOTHING,"R 2,712.84",1,CUST-01159,Card
TXN-001456,12 Jul 2024,Gateway Mall Umhlanga,,CLOTHING,R3098.07,4,CUST-00229,Mobile Money
TXN-001457,20/06/2024,menlyn park,gauteng,BEAUTY,R 296.89,1,CUST-00877,Cash
TXN-001458,24 Aug 2024,,western cape,Home & Living,R6774,1,CUST-00122,EFT
TXN-001459,08-03-2024,,western cape,Food,498.32,1,CUST-00119,Card
TXN-001460,2024-11-14,Eastgate Mall,Gauteng,Elec.,R 13 371.02,1,CUST-00996,Cash
TXN-001461,11-20-2024,Gateway Mall Umhlanga,KZN,ELECTRONICS,R12488.51,1,CUST-00008,Mobile Money
TXN-001462,31 Mar 2024,Gateway Mall Umhlanga,KwaZulu Natal,SPORTS,R758.50,1,CUST-01627,Card
TXN-001463,14 May 2024,Bay West Mall,EC,SPORTS,R1405,1,CUST-01196,Cash
TXN-001464,2024-06-11,,KZN,Elec.,10207.82,1,CUST-00573,Mobile Money
TXN-001465,12-29-2024,Eastgate Mall,Gauteng,Sports,R300.69,1,CUST-00584,Mobile Money
TXN-001466,20/06/2024,gateway umhlanga,Kwazulu-Natal,Clothes,R161.60,2,CUST-00766,Cash
TXN-001467,05 Feb 2024,V&A Waterfront,Western cape,SPORTS,-R2833.53,1,CUST-00111,EFT
TXN-001468,2024-05-28,,gauteng,Food & Beverage,R 107.17,1,CUST-00143,Mobile Money
TXN-001469,2024-03-05,Sandton City Mall,Gauteng,Clothing,R1052.65,1,CUST-01632,Mobile Money
TXN-001470,02-17-2024,sandton city,GP,Food & Beverage,R533.50,2,CUST-01141,EFT
TXN-001471,12-23-2024,Sandton city,Gauteng Province,Clothes,R3385.24,2,CUST-00624,EFT
TXN-001472,24/05/2024,,Limpopo Province,Cosmetics,R323.51,2,CUST-00370,Mobile Money
TXN-001473,12-15-2024,Menlyn Park Mall,GP,Elec.,R16119,1,CUST-00636,Mobile Money
TXN-001474,01-02-2024,eastgate,GAUTENG,BEAUTY,"R 1,134.76",3,CUST-00908,Mobile Money
TXN-001475,07/01/2024,baywest mall,E. Cape,home & living,2324.16,1,CUST-01897,Cash
TXN-001476,2024-05-12,Bay West Mall,EC,Food,638.05,2,CUST-00113,Card
TXN-001477,2024-01-17,V and A Waterfront,Western cape,clothing,R1964.35,2,CUST-00111,EFT
TXN-001478,2024-02-24,gateway umhlanga,,Home and Living,R2172.24,1,CUST-01600,Card
TXN-001479,09-30-2024,Gateway Mall Umhlanga,Kwazulu-Natal,Food & Beverage,R553.34,3,CUST-00164,Mobile Money
TXN-001480,2024-06-26,Gateway Mall Umhlanga,KZN,Sports & Outdoors,R2358.38,1,CUST-00122,Card
TXN-001481,08-03-2024,Canal Walk Mall,Western cape,BEAUTY,928.51,5,CUST-00530,EFT
TXN-001482,11-15-2024,gateway umhlanga,KZN,home & living,3764.48,2,CUST-01954,Cash
TXN-001483,19/12/2024,sandton city,gauteng,Sports,(R1419.53),1,CUST-00129,EFT
TXN-001484,2024-04-17,Canal Walk Mall,Western Cape,home & living,R 4 274.03,3,CUST-00408,Cash
TXN-001485,2024-04-13,East Gate,GP,food & beverage,R699.71,2,CUST-00178,Cash
TXN-001486,09-15-2024,Online,LP,Tech,"R 3,154.34",3,CUST-00909,Card
TXN-001487,06-18-2024,Bay West Mall,Eastern Cape,Electronics,R6981.00,2,CUST-00143,EFT
TXN-001488,19 Feb 2024,Eastgate Mall,GAUTENG,Food and Beverage,R477,2,CUST-01385,Cash
TXN-001489,2024-07-21,canal walk,WC,Beauty,R 356.69,1,CUST-01277,Cash
TXN-001490,05-24-2024,Sandton city,Gauteng Province,Home,R1541,4,CUST-00188,EFT
TXN-001491,09/11/2024,V&A Waterfront,western cape,clothing,R510.81,1,CUST-01955,Cash
TXN-001492,2024-10-28,V&A Waterfront,W. Cape,sports,R1048.95,1,CUST-00177,EFT
TXN-001493,14/12/2024,,EC,clothing,R3405.16,1,CUST-00013,Mobile Money
TXN-001494,06 Sep 2024,,Limpopo,SPORTS,R 2 195.49,1,CUST-00141,EFT
TXN-001495,18 Sep 2024,Mall of North,Limpopo,Home and Living,R1226.96,2,CUST-00140,Card
TXN-001496,17 Jul 2024,V&A waterfront,WC,clothing,-R12543.80,2,CUST-00843,Mobile Money
TXN-001497,15 Dec 2024,Baywest Mall,eastern cape,CLOTHING,"R 1,194.90",1,CUST-00778,Card
TXN-001498,08-21-2024,ONLINE,W. Cape,sports,R1832.01,3,CUST-01281,Mobile Money
TXN-001499,25 May 2024,sandton city,Gauteng,sports,R4054,5,CUST-00176,EFT
TXN-001500,2024-08-20,,EC,SPORTS,-R3471.14,2,CUST-00048,EFT
TXN-001501,2024-11-22,online,Gauteng Province,H&L,R510.30,1,CUST-01219,EFT
TXN-001502,2024-06-17,Canal walk,Western cape,Home & Living,R-155.20,1,CUST-01734,Card
TXN-001503,15/03/2024,Gateway,kwazulu natal,ELECTRONICS,6877.92,1,CUST-01505,EFT
TXN-001504,03-13-2024,Menlyn,GAUTENG,clothing,232.36,1,CUST-01989,Cash
TXN-001505,10-06-2024,,Gauteng Province,sports,R 4 927.41,4,CUST-00301,Mobile Money
TXN-001506,03/11/2024,,KwaZulu-Natal,clothing,R3297,4,CUST-01762,EFT
TXN-001507,10-26-2024,Sandton City Mall,GP,H&L,R 4 245.93,1,CUST-00381,Cash
TXN-001508,2024-09-17,Sandton City,,Food & Beverage,R179,2,CUST-00594,EFT
TXN-001509,21 Nov 2024,Canal Walk Mall,Western cape,Home,4953.14,2,CUST-01100,EFT
TXN-001510,2024-10-08,Canal Walk Mall,western cape,ELECTRONICS,R8080,3,CUST-00115,Card
TXN-001511,02-05-2024,VA Waterfront,W. Cape,Sports,R3578,1,CUST-00186,Cash
TXN-001512,08-04-2024,baywest mall,Eastern Cape,Clothing,R 563.81,1,CUST-00001,Cash
TXN-001513,22 Aug 2024,V and A Waterfront,WC,Sports & Outdoors,R3712.48,3,CUST-00052,EFT
TXN-001514,07-07-2024,Eastgate Mall,gauteng,sports,R967.40,1,CUST-00171,Cash
TXN-001515,20/06/2024,East Gate,gauteng,food & beverage,R509,1,CUST-01698,Card
TXN-001516,09/11/2024,,western cape,Beauty & Health,611.28,1,CUST-01037,EFT
TXN-001517,2024-08-28,menlyn park,GAUTENG,Clothes,R605.68,2,CUST-01517,EFT
TXN-001518,07-25-2024,Bay West Mall,Eastern Cape,Elec.,"R 2,732.90",1,CUST-00209,Mobile Money
TXN-001519,2024-02-15,Gateway,KwaZulu Natal,beauty,R948.86,3,,Mobile Money
TXN-001520,22/01/2024,Gateway Umhlanga,KwaZulu-Natal,H&L,(R315.99),3,CUST-01263,Mobile Money
TXN-001521,2024-02-24,Eastgate Mall,gauteng,home & living,R 2 048.19,2,CUST-01913,EFT
TXN-001522,10-04-2024,online,EC,Clothing,R2633,3,CUST-00123,Card
TXN-001523,25/12/2024,,Kwazulu-Natal,Apparel,R4753.56,4,CUST-00236,EFT
TXN-001524,19/10/2024,V&A,WC,SPORTS,R3529.83,1,CUST-00617,Card
TXN-001525,01-01-2024,Baywest,Eastern Cape,Cosmetics,R471.67,3,CUST-00150,Cash
TXN-001526,08-14-2024,Bay West Mall,Eastern Cape,Home & Living,R 472.06,3,CUST-00729,Mobile Money
TXN-001527,26/05/2024,Menlyn Park Mall,Gauteng Province,Home & Living,"R 3,352.60",2,CUST-00128,Mobile Money
TXN-001528,2024-12-28,mall of the north,limpopo,Apparel,R464.41,5,CUST-00062,EFT
TXN-001529,04-28-2024,canal walk,Western Cape,Sports,"R 1,813.85",1,CUST-00032,Cash
TXN-001530,2024-06-18,Gateway Umhlanga,kwazulu natal,Food,162.44,2,CUST-01654,Cash
TXN-001531,20 Jul 2024,Gateway Umhlanga,KwaZulu Natal,Cosmetics,R1837.16,1,CUST-01536,Card
TXN-001532,2024-06-15,,W. Cape,CLOTHING,R 283.98,4,CUST-00129,Card
TXN-001533,19 Jul 2024,Baywest,E. Cape,electronics,R10843,1,CUST-00466,Card
TXN-001534,06-25-2024,menlyn park,Gauteng,SPORTS,"R 4,089.59",1,CUST-00184,Card
TXN-001535,2024-09-30,,Limpopo Province,Apparel,R 1 231.52,2,CUST-00799,Card
TXN-001536,12/06/2024,Gateway,KZN,H&L,R4712.63,4,CUST-00530,Cash
TXN-001537,09-21-2024,Baywest,,Tech,R11194.89,2,CUST-00105,Cash
TXN-001538,29 Jul 2024,Baywest Mall,EC,F&B,R296.50,1,CUST-00019,Card
TXN-001539,02-20-2024,Eastgate,,Beauty,1117.55,2,CUST-00192,Mobile Money
TXN-001540,11-22-2024,V and A Waterfront,WC,electronics,R15840.78,3,CUST-00123,Cash
TXN-001541,21/05/2024,,LP,Elec.,R 3 904.52,1,CUST-00055,EFT
TXN-001542,24/09/2024,baywest mall,Eastern Cape,H&L,R2983.28,2,CUST-00037,Cash
TXN-001543,09/05/2024,East Gate,Gauteng,Sport,-R737.71,3,CUST-01053,Mobile Money
TXN-001544,12/04/2024,Eastgate,GAUTENG,Home & Living,R4062.50,1,CUST-00579,Mobile Money
TXN-001545,2024-06-15,Canal Walk Mall,W. Cape,F&B,R435.36,1,CUST-01741,EFT
TXN-001546,10-11-2024,gateway umhlanga,KZN,Home & Living,R-2893.63,1,CUST-00390,Card
TXN-001547,2024-08-09,mall of the north,limpopo,beauty,R480.49,1,CUST-00025,Mobile Money
TXN-001548,2024-04-15,baywest mall,eastern cape,Beauty,-R1382.71,1,CUST-00136,Card
TXN-001549,16/09/2024,Gateway Mall Umhlanga,KZN,Sports,R-3617.77,1,CUST-01246,Mobile Money
TXN-001550,05-08-2024,Menlyn,Gauteng,CLOTHING,R 207.87,1,CUST-01757,Card
TXN-001551,09-16-2024,Mall of the North,Limpopo Province,SPORTS,"R 4,322.79",1,CUST-00939,Card
TXN-001552,04-27-2024,,W. Cape,Home,R 5 353.20,3,CUST-00504,Mobile Money
TXN-001553,2024-12-27,canal walk,W. Cape,Sport,3574.82,1,CUST-00093,Mobile Money
TXN-001554,18/03/2024,Gateway,kwazulu natal,Home and Living,2758.10,3,CUST-00993,EFT
TXN-001555,06-17-2024,Online,EC,sports,R4351,2,CUST-01174,EFT
TXN-001556,09-02-2024,,GAUTENG,Sports & Outdoors,R4577.19,2,CUST-00184,Card
TXN-001557,16 Sep 2024,gateway umhlanga,kwazulu natal,Food,R80.17,1,CUST-01797,EFT
TXN-001558,07-20-2024,,E. Cape,Home and Living,R5957.20,2,CUST-01152,EFT
TXN-001559,02-07-2024,,Kwazulu-Natal,beauty,751.86,1,CUST-00091,EFT
TXN-001560,20 Nov 2024,,Western cape,Beauty,R417,1,CUST-00006,Card
TXN-001561,2024-11-16,Canal Walk,Western Cape,ELECTRONICS,15197.70,2,CUST-00605,EFT
TXN-001562,30/09/2024,Canal walk,Western cape,CLOTHING,R1304.74,3,CUST-00290,EFT
TXN-001563,21/03/2024,Sandton city,GP,Tech,R 3 357.02,3,CUST-00084,Card
TXN-001564,11-06-2024,Menlyn,GP,H&L,R 1 272.03,1,CUST-01363,Cash
TXN-001565,12-31-2024,Sandton City Mall,Gauteng,Home & Living,R 3 498.62,3,CUST-00642,EFT
TXN-001566,10-17-2024,East Gate,GAUTENG,home & living,R268.14,1,CUST-01835,Cash
TXN-001567,10 Sep 2024,Mall of North,Limpopo,Cosmetics,R187.10,5,CUST-00092,Card
TXN-001568,19/06/2024,eastgate,gauteng,clothing,2423.07,3,CUST-00079,EFT
TXN-001569,11-30-2024,,limpopo,Home & Living,"R 4,015.19",2,CUST-01617,Card
TXN-001570,12/11/2024,eastgate,gauteng,Electronics,"R 6,367.57",1,CUST-00004,Cash
TXN-001571,2024-12-13,Online Store,E. Cape,Food,376.49,2,CUST-01477,Card
TXN-001572,22/07/2024,sandton city,gauteng,Sports,"R 3,214.14",4,CUST-01057,Card
TXN-001573,13 Mar 2024,gateway umhlanga,KZN,Apparel,R1197,2,CUST-01645,EFT
TXN-001574,06-06-2024,baywest mall,EC,Elec.,R 13 495.03,1,CUST-00592,EFT
TXN-001575,2024-07-05,Menlyn Park,Gauteng,Clothing,"R 1,257.23",1,CUST-01870,Mobile Money
TXN-001576,20/10/2024,sandton city,Gauteng,Home,R2016.12,1,CUST-01837,Mobile Money
TXN-001577,12-22-2024,East Gate,Gauteng,ELECTRONICS,R3372,3,CUST-00491,EFT
TXN-001578,2024-09-06,,eastern cape,H&L,(R572.22),4,CUST-00578,Card
TXN-001579,01-10-2024,Gateway,KwaZulu Natal,Clothing,1518.62,2,CUST-00199,Mobile Money
TXN-001580,2024-09-16,online,Western Cape,Sports & Outdoors,R550,3,CUST-00041,Mobile Money
TXN-001581,05 Mar 2024,VA Waterfront,W. Cape,Sports,R189.46,1,CUST-00175,Mobile Money
TXN-001582,16/09/2024,,,Home,R270.14,3,CUST-01332,Mobile Money
TXN-001583,2024-12-12,Menlyn Park,gauteng,Food,R259,2,CUST-01609,Mobile Money
TXN-001584,07 Aug 2024,eastgate,Gauteng,CLOTHING,810.44,1,CUST-00925,Card
TXN-001585,2024-11-16,Menlyn Park Mall,Gauteng,Cosmetics,R283.74,3,CUST-00195,Card
TXN-001586,05/07/2024,Baywest Mall,Eastern Cape,Elec.,"R 1,866.89",3,CUST-00166,Card
TXN-001587,2024-10-20,,Western Cape,Food and Beverage,R 732.48,1,CUST-01596,Mobile Money
TXN-001588,2024-09-26,,GP,sports,4434.66,2,CUST-01743,EFT
TXN-001589,29 Apr 2024,Gateway Umhlanga,Kwazulu-Natal,Elec.,R2759.36,1,CUST-00112,Cash
TXN-001590,05-13-2024,Sandton City Mall,gauteng,Home,R1995.32,2,CUST-01769,Cash
TXN-001591,01 Jul 2024,MOTN,Limpopo Province,CLOTHING,R 1 336.07,1,CUST-01062,EFT
TXN-001592,12 Oct 2024,Mall of the North,Limpopo Province,F&B,R649,1,CUST-01439,Card
TXN-001593,2024-06-03,Canal Walk Mall,western cape,Home & Living,R 560.13,1,CUST-01632,Cash
TXN-001594,07 Jul 2024,Canal walk,Western Cape,Food and Beverage,R462.02,1,CUST-00693,Cash
TXN-001595,08/11/2024,Baywest,Eastern Cape,Cosmetics,(R8225.33),5,,Cash
TXN-001596,30/12/2024,Sandton City,GP,Beauty,627.49,2,CUST-01102,Card
TXN-001597,2024-11-17,Baywest,E. Cape,Sport,R423.34,4,CUST-01363,Cash
TXN-001598,07 Jan 2024,Online,Limpopo,clothing,R1156,1,CUST-00083,Card
TXN-001599,2024-12-19,Gateway,KwaZulu-Natal,Food & Beverage,571.42,1,CUST-00182,EFT
TXN-001600,2024-10-04,canal walk,,Sports,R3561.02,2,CUST-00808,Mobile Money
TXN-001601,2024-07-10,Menlyn Park Mall,Gauteng Province,Home & Living,R1637,1,CUST-01548,EFT
TXN-001602,21 Jan 2024,Sandton city,Gauteng,Apparel,-R2199.72,2,CUST-00003,EFT
TXN-001603,02-13-2024,,GAUTENG,Food & Beverage,R139.14,3,CUST-01423,Mobile Money
TXN-001604,10-25-2024,Menlyn Park Mall,Gauteng Province,food & beverage,R748.91,1,CUST-00069,Card
TXN-001605,29/02/2024,Canal Walk Mall,Western cape,Sports & Outdoors,R1328.69,4,CUST-00314,Card
TXN-001606,03-25-2024,ONLINE,Western cape,F&B,745.97,3,CUST-00459,Card
TXN-001607,10-09-2024,Gateway Mall Umhlanga,kwazulu natal,sports,R 272.10,1,CUST-01585,EFT
TXN-001608,12 Apr 2024,Sandton City Mall,gauteng,Clothing,379.85,1,CUST-00665,EFT
TXN-001609,2024-02-10,V&A Waterfront,Western cape,Cosmetics,R-974.30,2,CUST-00003,Cash
TXN-001610,15/04/2024,VA Waterfront,Western cape,Sport,R 586.96,1,CUST-00084,Mobile Money
TXN-001611,2024-05-20,V and A Waterfront,western cape,beauty,R-2597.81,2,CUST-00628,Mobile Money
TXN-001612,11-17-2024,,gauteng,Tech,1107.30,1,CUST-00150,EFT
TXN-001613,01 Sep 2024,Mall of the North,Limpopo,Food and Beverage,R513.37,1,CUST-01714,Card
TXN-001614,11 Sep 2024,,KwaZulu-Natal,Sports,3383.85,1,CUST-00520,Card
TXN-001615,2024-10-29,Eastgate Mall,gauteng,sports,R 1 804.87,2,CUST-00194,Cash
